Sl No,VIN,ECU Under Test,Deployment Status,Deployment start time,Deployment end time
12010,MD2B35305NCL10251,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-25T06:28:12Z
12011,MD2B35305NCL10251,VCU,UPDATE SKIPPED,2022-03-22T17:43:50Z,2022-03-23T12:15:19Z
12012,MD2B35305NCL10251,VCU,UPDATE SKIPPED,2022-03-22T10:50:29Z,2022-03-22T15:48:57Z
12013,MD2B35305NCL10251,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-19T11:56:12Z
12014,MD2B35305NCL10251,VCU,UPDATE_COMPLETED,2022-03-07T05:41:25Z,2022-03-07T12:48:14Z
12015,MD2B35305NCL10251,TEL,UPDATE_COMPLETED,2022-03-07T04:34:28Z,2022-03-07T05:32:04Z
12016,MD2B35305NCL10251,TEL,UPDATE SKIPPED,2022-02-23T12:23:59Z,2022-02-23T17:55:16Z
12017,MD2B35300NCL10268,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
12018,MD2B35300NCL10268,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12019,MD2B35300NCL10268,TEL,UPDATE SKIPPED,2022-02-23T12:01:42Z,2022-02-23T12:05:13Z
12020,MD2B35302NCL10272,VCU,UPDATE SKIPPED,2022-05-11T02:18:00Z,2022-05-11T14:34:23Z
12021,MD2B35302NCL10272,TEL,UPDATE_FAILED,2022-04-19T06:39:36Z,2022-05-07T11:11:31Z
12022,MD2B35302NCL10272,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12023,MD2B35302NCL10272,TEL,UPDATE SKIPPED,2022-02-23T11:56:42Z,2022-02-23T12:01:20Z
12024,MD2B35301NCL09694,TEL,UPDATE SKIPPED,2022-04-19T06:39:36Z,2022-05-18T13:33:02Z
12025,MD2B35301NCL09694,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12026,MD2B35301NCL09694,TEL,UPDATE SKIPPED,2022-02-23T11:50:27Z,2022-02-23T11:53:06Z
12027,MD2B35301NCL10277,MCU,REQUEST_PENDING,2022-05-25T04:35:39Z,None
12028,MD2B35301NCL10277,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-20T01:47:47Z
12029,MD2B35301NCL10277,VCU,UPDATE_COMPLETED,2022-03-20T13:30:17Z,2022-03-24T10:17:53Z
12030,MD2B35301NCL10277,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-20T11:44:28Z
12031,MD2B35301NCL10277,TEL,UPDATE SKIPPED,2022-02-23T11:42:34Z,2022-02-23T11:47:11Z
12032,MD2B35306NCL09691,VCU,UPDATE_WAITING_FOR_PRECONDITIONS,2022-05-07T08:17:01Z,None
12033,MD2B35306NCL09691,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
12034,MD2B35306NCL09691,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12035,MD2B35306NCL09691,TEL,UPDATE SKIPPED,2022-02-23T11:35:05Z,2022-02-23T11:37:47Z
12036,MD2B35307NCL10669,VCU,UPDATE SKIPPED,2022-05-18T07:29:19Z,2022-05-18T07:41:18Z
12037,MD2B35307NCL10669,TEL,FAILED DUE TO NEWLY PULLED DEPLOYMENT,2022-04-19T06:39:36Z,2022-05-18T07:34:15Z
12038,MD2B35307NCL10669,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12039,MD2B35307NCL10669,TEL,UPDATE SKIPPED,2022-02-23T11:22:50Z,2022-02-23T11:28:41Z
12040,MD2B35307NCL10686,VCU,UPDATE_WAITING_FOR_PRECONDITIONS,2022-04-19T18:21:19Z,None
12041,MD2B35307NCL10686,VCU,UPDATE SKIPPED,2022-03-19T08:57:59Z,2022-03-19T09:59:22Z
12042,MD2B35307NCL10686,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-18T04:06:08Z
12043,MD2B35307NCL10686,VCU,UPDATE_COMPLETED,2022-03-07T08:53:19Z,2022-03-07T09:36:12Z
12044,MD2B35307NCL10686,TEL,UPDATE_COMPLETED,2022-03-07T07:18:33Z,2022-03-07T08:46:02Z
12045,MD2B35307NCL10686,TEL,REQUEST_PENDING,2022-03-07T07:16:33Z,None
12046,MD2B35307NCL10686,TEL,UPDATE_FAILED,2022-03-07T07:06:43Z,2022-03-07T07:13:14Z
12047,MD2B35307NCL10686,TEL,UPDATE SKIPPED,2022-02-23T11:17:36Z,2022-02-23T11:22:19Z
12048,MD2B35307NCL10428,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-06-03T02:46:34Z
12049,MD2B35307NCL10428,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-30T15:51:04Z
12050,MD2B35307NCL10428,VCU,UPDATE_COMPLETED,2022-04-06T19:58:51Z,2022-04-09T14:06:59Z
12051,MD2B35307NCL10428,VCU,UPDATE_COMPLETED,2022-03-20T09:00:21Z,2022-03-28T16:07:29Z
12052,MD2B35307NCL10428,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-20T08:15:28Z
12053,MD2B35307NCL10428,TEL,UPDATE SKIPPED,2022-02-23T11:06:45Z,2022-02-23T11:09:26Z
12054,MD2B35306NCL10212,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
12055,MD2B35306NCL10212,VCU,UPDATE SKIPPED,2022-03-19T16:38:12Z,2022-03-21T04:24:19Z
12056,MD2B35306NCL10212,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-19T15:29:28Z
12057,MD2B35306NCL10212,VCU,UPDATE_COMPLETED,2022-03-10T06:11:16Z,2022-03-10T06:43:05Z
12058,MD2B35306NCL10212,TEL,UPDATE_COMPLETED,2022-03-09T10:07:59Z,2022-03-10T05:57:28Z
12059,MD2B35306NCL10212,TEL,UPDATE SKIPPED,2022-02-24T09:14:55Z,2022-02-24T09:27:16Z
12060,MD2B35306NCL10212,TEL,UPDATE SKIPPED,2022-02-23T10:57:21Z,2022-02-23T11:01:58Z
12061,MD2B35300NCL10139,VCU,REQUEST_RECEIVED,2022-04-19T18:21:19Z,None
12062,MD2B35300NCL10139,VCU,UPDATE SKIPPED,2022-03-19T08:42:46Z,2022-03-19T14:52:16Z
12063,MD2B35300NCL10139,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-17T16:24:43Z
12064,MD2B35300NCL10139,TEL,UPDATE SKIPPED,2022-02-23T10:52:30Z,2022-02-23T10:55:09Z
12065,MD2B3530XNCL10343,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
12066,MD2B3530XNCL10343,VCU,UPDATE SKIPPED,2022-03-19T06:04:37Z,2022-03-20T01:36:56Z
12067,MD2B3530XNCL10343,TEL,UPDATE SKIPPED,2022-03-16T09:00:49Z,2022-03-17T14:59:26Z
12068,MD2B3530XNCL10343,VCU,UPDATE_COMPLETED,2022-03-08T05:47:03Z,2022-03-08T07:34:35Z
12069,MD2B3530XNCL10343,TEL,UPDATE_COMPLETED,2022-03-07T10:33:35Z,2022-03-07T11:43:02Z
12070,MD2B3530XNCL10343,TEL,REQUEST_PENDING,2022-03-07T09:46:00Z,None
12071,MD2B3530XNCL10343,TEL,UPDATE SKIPPED,2022-02-23T10:47:04Z,2022-02-23T10:49:42Z
12072,MD2B35305NCL10282,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
12073,MD2B35305NCL10282,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12074,MD2B35305NCL10282,TEL,UPDATE SKIPPED,2022-02-23T10:41:17Z,2022-02-23T10:45:58Z
12075,MD2B35305NCL10119,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
12076,MD2B35305NCL10119,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12077,MD2B35305NCL10119,TEL,UPDATE SKIPPED,2022-02-23T10:36:07Z,2022-02-23T10:38:44Z
12078,MD2B35301NCL10344,TEL,UPDATE SKIPPED,2022-04-19T06:39:36Z,2022-05-25T22:17:33Z
12079,MD2B35301NCL10344,TEL,REQUEST_PENDING,2022-03-16T09:00:49Z,None
12080,MD2B35301NCL10344,TEL,UPDATE SKIPPED,2022-02-23T10:33:08Z,2022-02-23T10:36:39Z
12081,MD2B3530XNCL09693,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-30T14:37:30Z
12082,MD2B3530XNCL09693,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-22T05:15:21Z
12083,MD2B3530XNCL09693,VCU,UPDATE_COMPLETED,2022-03-20T13:09:02Z,2022-03-20T15:08:37Z
12084,MD2B3530XNCL09693,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-20T12:28:24Z
12085,MD2B3530XNCL09693,TEL,UPDATE SKIPPED,2022-02-23T10:30:05Z,2022-02-24T01:57:25Z
12086,MD2B35307NCL10347,TEL,UPDATE SKIPPED,2022-02-23T10:24:51Z,2022-02-28T10:37:55Z
12087,MD2B35303NCL10345,VCU,UPDATE SKIPPED,2022-05-26T09:04:47Z,2022-05-27T10:42:49Z
12088,MD2B35303NCL10345,BMS,FAILED DUE TO NEWLY PULLED DEPLOYMENT,2022-05-07T11:51:46Z,2022-05-27T01:31:14Z
12089,MD2B35303NCL10345,TEL,UPDATE SKIPPED,2022-05-07T11:38:01Z,2022-05-07T11:49:54Z
12090,MD2B35303NCL10345,TEL,REQUEST_PENDING,2022-05-07T11:31:18Z,None
12091,MD2B35303NCL10345,VCU,REQUEST_PENDING,2022-04-21T07:05:44Z,None
12092,MD2B35303NCL10345,VCU,UPDATE_COMPLETED,2022-04-20T06:48:47Z,2022-04-20T10:43:15Z
12093,MD2B35303NCL10345,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-04-20T05:49:26Z
12094,MD2B35303NCL10345,VCU,UPDATE_COMPLETED,2022-04-06T19:58:51Z,2022-04-07T06:14:59Z
12095,MD2B35303NCL10345,VCU,UPDATE_COMPLETED,2022-03-27T02:05:33Z,2022-03-31T12:58:16Z
12096,MD2B35303NCL10345,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-27T01:40:36Z
12097,MD2B35303NCL10345,TEL,UPDATE SKIPPED,2022-02-23T10:12:13Z,2022-02-23T10:15:44Z
12098,MD2B35304NCL10287,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
12099,MD2B35304NCL10287,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12100,MD2B35304NCL10287,TEL,UPDATE SKIPPED,2022-02-23T10:08:39Z,2022-02-23T10:13:19Z
12101,MD2B35309NCL10138,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-21T09:06:00Z
12102,MD2B35309NCL10138,TEL,UPDATE SKIPPED,2022-03-19T08:49:48Z,2022-03-19T09:34:13Z
12103,MD2B35309NCL10138,TEL,REQUEST_PENDING,2022-03-19T08:48:59Z,None
12104,MD2B35309NCL10138,TEL,UPDATE_FAILED,2022-03-10T11:36:44Z,2022-03-19T02:55:04Z
12105,MD2B35309NCL10138,TEL,UPDATE_FAILED,2022-03-10T11:06:01Z,2022-03-10T11:18:59Z
12106,MD2B35309NCL10138,TEL,UPDATE SKIPPED,2022-02-23T09:48:55Z,2022-02-23T10:16:18Z
12107,MD2B35301NCL10358,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-19T22:05:16Z
12108,MD2B35301NCL10358,VCU,UPDATE SKIPPED,2022-03-19T08:44:16Z,2022-03-21T06:19:06Z
12109,MD2B35301NCL10358,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-19T04:43:08Z
12110,MD2B35301NCL10358,TEL,UPDATE SKIPPED,2022-02-23T09:45:14Z,2022-02-23T09:47:53Z
12111,MD2B35306NCL09688,VCU,UPDATE SKIPPED,2022-05-23T05:42:12Z,2022-05-27T13:03:25Z
12112,MD2B35306NCL09688,TEL,UPDATE SKIPPED,2022-04-29T11:50:07Z,2022-04-29T12:27:42Z
12113,MD2B35306NCL09688,TEL,REQUEST_PENDING,2022-04-29T11:46:44Z,None
12114,MD2B35306NCL09688,TEL,NVM CORRUPTION,2022-03-17T13:13:35Z,2022-03-20T11:04:02Z
12115,MD2B35306NCL09688,TEL,UPDATE SKIPPED,2022-02-23T09:42:23Z,2022-02-23T09:54:25Z
12116,MD2B35307NCL10283,VCU,UPDATE_WAITING_FOR_PRECONDITIONS,2022-05-07T08:15:13Z,None
12117,MD2B35307NCL10283,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
12118,MD2B35307NCL10283,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12119,MD2B35307NCL10283,TEL,UPDATE SKIPPED,2022-02-23T09:32:53Z,2022-02-23T09:38:48Z
12120,MD2B35303NCL09700,VCU,PACKAGE_DOWNLOADING,2022-04-19T18:21:19Z,None
12121,MD2B35303NCL09700,VCU,UPDATE SKIPPED,2022-03-19T08:47:26Z,2022-03-21T14:02:19Z
12122,MD2B35303NCL09700,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-18T16:27:08Z
12123,MD2B35303NCL09700,VCU,UPDATE SKIPPED,2022-03-17T05:05:24Z,2022-03-17T07:48:34Z
12124,MD2B35303NCL09700,VCU,UPDATE_COMPLETED,2022-03-17T04:59:31Z,2022-03-17T07:11:21Z
12125,MD2B35303NCL09700,VCU,UPTANE PROVISIONING,2022-03-16T12:51:07Z,2022-03-17T04:24:54Z
12126,MD2B35303NCL09700,VCU,UPDATE_COMPLETED,2022-03-07T07:08:37Z,2022-03-07T11:25:22Z
12127,MD2B35303NCL09700,TEL,UPDATE_COMPLETED,2022-03-07T04:34:28Z,2022-03-07T06:44:46Z
12128,MD2B35303NCL09700,TEL,UPDATE SKIPPED,2022-02-23T09:29:38Z,2022-02-23T09:32:52Z
12129,MD2B35301NCL10280,TEL,UPDATE SKIPPED,2022-04-19T06:39:36Z,2022-06-04T06:12:31Z
12130,MD2B35301NCL10280,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12131,MD2B35301NCL10280,TEL,UPDATE SKIPPED,2022-02-23T09:26:48Z,2022-02-23T09:31:01Z
12132,MD2B35308NCL10289,TEL,UPDATE_COMPLETED,2022-05-05T06:20:50Z,2022-05-06T10:06:36Z
12133,MD2B35308NCL10289,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-21T12:28:23Z
12134,MD2B35308NCL10289,VCU,UPDATE SKIPPED,2022-03-19T08:59:33Z,2022-03-19T10:28:15Z
12135,MD2B35308NCL10289,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-19T08:35:17Z
12136,MD2B35308NCL10289,TEL,UPDATE SKIPPED,2022-02-23T09:19:44Z,2022-02-23T09:22:21Z
12137,MD2B3530XNCL10150,VCU,UPDATE SKIPPED,2022-05-17T10:05:50Z,2022-05-17T13:31:18Z
12138,MD2B3530XNCL10150,TEL,UPDATE SKIPPED,2022-04-19T06:39:36Z,2022-05-17T13:15:42Z
12139,MD2B3530XNCL10150,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12140,MD2B3530XNCL10150,TEL,UPDATE SKIPPED,2022-02-23T09:16:16Z,2022-02-23T09:21:56Z
12141,MD2B35303NCL10149,TEL,REQUEST_PENDING,2022-04-19T06:39:36Z,None
12142,MD2B35303NCL10149,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12143,MD2B35303NCL10149,TEL,UPDATE SKIPPED,2022-02-23T09:11:41Z,2022-02-23T09:14:20Z
12144,MD2B35306NCL09707,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
12145,MD2B35306NCL09707,VCU,UPDATE SKIPPED,2022-03-19T08:55:58Z,2022-03-21T05:07:04Z
12146,MD2B35306NCL09707,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-18T13:23:12Z
12147,MD2B35306NCL09707,VCU,UPDATE_COMPLETED,2022-03-08T06:28:02Z,2022-03-08T07:52:43Z
12148,MD2B35306NCL09707,TEL,UPDATE_COMPLETED,2022-03-08T05:48:54Z,2022-03-08T06:24:18Z
12149,MD2B35306NCL09707,TEL,UPDATE SKIPPED,2022-03-08T05:20:22Z,2022-03-08T05:33:29Z
12150,MD2B35306NCL09707,TEL,NVM CORRUPTION,2022-03-07T04:39:44Z,2022-03-07T05:34:05Z
12151,MD2B35306NCL09707,TEL,UPDATE SKIPPED,2022-02-23T09:05:21Z,2022-02-23T09:07:57Z
12152,MD2B35303NCL09695,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-21T16:27:10Z
12153,MD2B35303NCL09695,VCU,UPDATE SKIPPED,2022-03-22T14:40:36Z,2022-03-23T03:39:34Z
12154,MD2B35303NCL09695,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-22T13:59:29Z
12155,MD2B35303NCL09695,VCU,UPDATE_COMPLETED,2022-03-10T07:05:46Z,2022-03-10T07:37:44Z
12156,MD2B35303NCL09695,VCU,UPDATE_FAILED,2022-03-10T06:22:34Z,2022-03-10T07:03:05Z
12157,MD2B35303NCL09695,VCU,UPDATE_FAILED,2022-03-10T06:11:16Z,2022-03-10T06:20:07Z
12158,MD2B35303NCL09695,TEL,UPDATE SKIPPED,2022-03-10T05:42:19Z,2022-03-10T06:01:35Z
12159,MD2B35303NCL09695,TEL,UPDATE_FAILED,2022-03-09T10:07:59Z,2022-03-10T05:25:16Z
12160,MD2B35303NCL09695,TEL,UPDATE SKIPPED,2022-02-23T09:02:21Z,2022-02-23T09:05:02Z
12161,MD2B35308NCL09708,TEL,UPDATE SKIPPED,2022-05-23T05:50:44Z,2022-05-23T06:01:41Z
12162,MD2B35308NCL09708,TEL,UPTANE PROVISIONING,2022-04-19T06:39:36Z,2022-05-23T05:56:35Z
12163,MD2B35308NCL09708,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12164,MD2B35308NCL09708,TEL,UPDATE SKIPPED,2022-02-23T09:00:08Z,2022-02-23T09:02:47Z
12165,MD2B35303NCL10166,TEL,UPDATE SKIPPED,2022-05-05T12:49:54Z,2022-05-10T05:39:53Z
12166,MD2B35303NCL10166,TEL,UPDATE SKIPPED,2022-02-23T08:57:14Z,2022-02-23T08:59:47Z
12167,MD2B35305NCL10346,VCU,UPDATE SKIPPED,2022-05-16T12:05:38Z,2022-05-23T13:10:09Z
12168,MD2B35305NCL10346,TEL,UPDATE SKIPPED,2022-04-19T06:39:36Z,2022-05-22T13:57:45Z
12169,MD2B35305NCL10346,TEL,REQUEST_PENDING,2022-03-16T09:00:49Z,None
12170,MD2B35305NCL10346,TEL,UPDATE SKIPPED,2022-02-23T08:50:58Z,2022-02-23T08:53:41Z
12171,MD2B35303NCL10281,VCU,UPDATE SKIPPED,2022-06-14T10:18:07Z,2022-06-14T11:22:14Z
12172,MD2B35303NCL10281,VCU,UPDATE SKIPPED,2022-04-19T18:21:19Z,2022-06-14T11:01:49Z
12173,MD2B35303NCL10281,VCU,UPDATE SKIPPED,2022-03-21T06:10:29Z,2022-03-21T06:21:59Z
12174,MD2B35303NCL10281,TEL,UPDATE SKIPPED,2022-03-17T13:13:35Z,2022-03-21T05:42:03Z
12175,MD2B35303NCL10281,VCU,UPDATE_COMPLETED,2022-03-08T05:47:03Z,2022-03-08T06:31:26Z
12176,MD2B35303NCL10281,TEL,UPDATE_COMPLETED,2022-03-07T10:33:49Z,2022-03-07T13:18:59Z
12177,MD2B35303NCL10281,TEL,REQUEST_PENDING,2022-03-07T09:46:00Z,None
12178,MD2B35303NCL10281,TEL,UPDATE SKIPPED,2022-02-23T08:50:46Z,2022-02-23T08:53:26Z
12179,MD2B35304NCL09706,MCU,UPDATE_ABORTED,2022-05-25T04:35:39Z,2022-06-13T02:37:34Z
12180,MD2B35304NCL09706,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-21T17:12:21Z
12181,MD2B35304NCL09706,VCU,UPDATE_COMPLETED,2022-04-08T15:10:36Z,2022-04-09T12:38:18Z
12182,MD2B35304NCL09706,VCU,UPDATE_FAILED,2022-04-07T13:20:19Z,2022-04-08T12:04:07Z
12183,MD2B35304NCL09706,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-04-07T12:33:12Z
12184,MD2B35304NCL09706,TEL,UPDATE SKIPPED,2022-02-23T08:46:29Z,2022-02-23T08:50:47Z
12185,MD2B35304NCL10676,VCU,UPDATE_COMPLETED,2022-04-21T07:10:28Z,2022-04-21T12:04:41Z
12186,MD2B35304NCL10676,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-04-20T15:25:31Z
12187,MD2B35304NCL10676,VCU,UPDATE_COMPLETED,2022-04-06T19:58:51Z,2022-04-07T13:58:18Z
12188,MD2B35304NCL10676,VCU,UPDATE_COMPLETED,2022-03-26T16:35:41Z,2022-03-30T16:57:38Z
12189,MD2B35304NCL10676,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-26T16:00:30Z
12190,MD2B35304NCL10676,TEL,UPDATE SKIPPED,2022-02-23T08:45:41Z,2022-02-23T08:48:20Z
12191,MD2B35300NCL10349,TEL,UPTANE PROVISIONING,2022-04-19T06:39:36Z,2022-04-19T17:07:38Z
12192,MD2B35300NCL10349,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12193,MD2B35300NCL10349,TEL,REQUEST_PENDING,2022-03-07T11:21:32Z,None
12194,MD2B35300NCL10349,TEL,UPDATE SKIPPED,2022-02-23T08:41:38Z,2022-02-23T08:45:32Z
12195,MD2B35307NCL09702,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
12196,MD2B35307NCL09702,VCU,UPDATE_COMPLETED,2022-03-24T15:10:32Z,2022-04-13T17:50:16Z
12197,MD2B35307NCL09702,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-24T14:47:27Z
12198,MD2B35307NCL09702,TEL,UPDATE SKIPPED,2022-02-23T08:40:00Z,2022-02-23T08:42:57Z
12199,MD2B35300NCL10352,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-29T15:12:26Z
12200,MD2B35300NCL10352,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-22T14:40:09Z
12201,MD2B35300NCL10352,VCU,UPDATE_COMPLETED,2022-04-09T03:14:46Z,2022-04-13T02:25:22Z
12202,MD2B35300NCL10352,VCU,UPDATE_FAILED,2022-04-06T19:58:51Z,2022-04-09T03:00:23Z
12203,MD2B35300NCL10352,VCU,UPDATE_COMPLETED,2022-03-27T04:55:20Z,2022-03-29T12:39:16Z
12204,MD2B35300NCL10352,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-27T04:29:14Z
12205,MD2B35300NCL10352,TEL,UPDATE SKIPPED,2022-02-23T08:38:02Z,2022-02-23T08:47:23Z
12206,MD2B35300NCL09704,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-05-27T11:37:57Z
12207,MD2B35300NCL09704,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-20T12:31:57Z
12208,MD2B35300NCL09704,VCU,UPDATE SKIPPED,2022-04-06T19:58:51Z,2022-04-12T13:14:45Z
12209,MD2B35300NCL09704,VCU,UPDATE_COMPLETED,2022-04-04T04:39:06Z,2022-04-04T05:41:16Z
12210,MD2B35300NCL09704,VCU,UPDATE_COMPLETED,2022-03-28T01:40:08Z,2022-04-04T04:30:28Z
12211,MD2B35300NCL09704,TEL,UPDATE SKIPPED,2022-03-27T13:35:43Z,2022-03-28T01:28:13Z
12212,MD2B35300NCL09704,TEL,UPDATE_FAILED,2022-03-16T09:00:49Z,2022-03-27T13:19:11Z
12213,MD2B35300NCL09704,TEL,UPDATE SKIPPED,2022-02-23T08:25:16Z,2022-02-23T08:30:42Z
12214,MD2B35307NCL10414,TEL,UPDATE SKIPPED,2022-04-19T06:39:36Z,2022-05-23T12:28:37Z
12215,MD2B35307NCL10414,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12216,MD2B35307NCL10414,TEL,UPDATE SKIPPED,2022-02-23T06:52:28Z,2022-02-23T06:55:01Z
12217,MD2B35303NCL10233,TEL,UPDATE SKIPPED,2022-04-19T06:39:36Z,2022-05-23T14:40:04Z
12218,MD2B35303NCL10233,TEL,REQUEST_PENDING,2022-03-17T13:13:35Z,None
12219,MD2B35303NCL10233,TEL,UPDATE SKIPPED,2022-02-23T06:48:13Z,2022-02-23T07:31:02Z
12220,MD2B3530XNCL10410,TEL,UPDATE_COMPLETED,2022-05-05T06:20:50Z,2022-05-08T06:17:53Z
12221,MD2B3530XNCL10410,VCU,UPDATE_COMPLETED,2022-04-19T18:21:19Z,2022-04-22T16:58:02Z
12222,MD2B3530XNCL10410,VCU,UPDATE_COMPLETED,2022-03-27T14:04:51Z,2022-03-28T07:59:04Z
12223,MD2B3530XNCL10410,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-27T13:34:09Z
12224,MD2B3530XNCL10410,TEL,UPDATE SKIPPED,2022-02-23T06:39:37Z,2022-02-23T06:42:12Z
12225,MD2B35301NCL10411,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
12226,MD2B35301NCL10411,VCU,UPDATE_WAITING_FOR_PRECONDITIONS,2022-03-26T12:11:57Z,None
12227,MD2B35301NCL10411,TEL,UPDATE_COMPLETED,2022-03-16T09:00:49Z,2022-03-26T11:57:29Z
12228,MD2B35301NCL10411,TEL,UPDATE SKIPPED,2022-02-23T06:35:27Z,2022-02-23T06:42:14Z
12229,MD2B35301NCL10232,TEL,UPDATE_WAITING_FOR_PRECONDITIONS,2022-03-17T13:13:35Z,None
12230,MD2B35301NCL10232,TEL,UPDATE SKIPPED,2022-02-23T06:31:31Z,2022-02-23T06:34:28Z
12231,MD2B35307NCL10042,VCU,REQUEST_PENDING,2022-04-19T18:21:19Z,None
12232,MD2B35307NCL10042,VCU,UPDATE_COMPLETED,2022-03-25T18:40:34Z,2022-03-29T15:19:38Z
12233,MD2B35307NCL10042,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-25T17:30:11Z
12234,MD2B35307NCL10042,TEL,UPDATE SKIPPED,2022-02-23T06:26:24Z,2022-02-23T06:29:05Z
12235,MD2B3530XNCL10424,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-06-01T11:43:53Z
12236,MD2B3530XNCL10424,VCU,UPDATE_COMPLETED,2022-03-22T05:15:26Z,2022-05-31T13:40:06Z
12237,MD2B3530XNCL10424,TEL,UPDATE_COMPLETED,2022-03-17T13:13:35Z,2022-03-22T05:04:18Z
12238,MD2B3530XNCL10424,TEL,UPDATE SKIPPED,2022-02-23T06:22:48Z,2022-02-23T06:27:33Z
12239,MD2B35302NCL10420,MCU,UPDATE_COMPLETED,2022-05-25T04:35:39Z,2022-06-03T06:09:31Z
12240,MD2B35302NCL10420,VCU,UPDATE_COMPLETED,2022-04-21T07:01:49Z,2022-04-25T15:20:56Z
12241,MD2B35302NCL10420,VCU,UPDATE_FAILED,2022-04-20T06:59:21Z,2022-04-25T12:20:45Z
12242,MD2B35302NCL10420,VCU,UPDATE_FAILED,2022-04-19T18:21:19Z,2022-04-21T05:08:55Z
12243,MD2B35302NCL10420,VCU,UPDATE_FAILED,2022-04-18T16:54:30Z,2022-04-20T06:29:55Z
12244,MD2B35302NCL10420,TEL,UPDATE_COMPLETED,2022-03-28T18:05:19Z,2022-04-18T16:43:00Z
12245,MD2B35302NCL10420,TEL,UPDATE_FAILED,2022-03-16T09:00:49Z,2022-03-28T17:41:02Z
